fact_id,employee_id,project_id,kpi_id,evaluation_date,kpi_value,kpi_target,status_pencapaian
385440,32,13,5,2024-07-22,98.0,85.0,Tercapai
385441,32,13,6,2024-07-22,94.79,75.0,Tercapai
385442,32,13,7,2024-07-22,98.0,88.0,Tercapai
385443,32,13,8,2024-07-22,98.0,80.0,Tercapai
385444,32,13,9,2024-07-22,98.0,90.0,Tercapai
385445,32,13,10,2024-07-22,98.0,72.0,Tercapai
385446,32,13,11,2024-07-22,98.0,83.0,Tercapai
385447,32,13,12,2024-07-22,98.0,88.0,Tercapai
385448,32,13,13,2024-07-22,98.0,78.0,Tercapai
385449,32,13,14,2024-07-22,98.0,85.0,Tercapai
385450,32,13,15,2024-07-22,98.0,82.0,Tercapai
385451,36,9,1,2024-03-22,68.25,80.0,Tidak Tercapai
385452,36,9,2,2024-03-22,58.39,80.0,Tidak Tercapai
385453,36,9,3,2024-03-22,63.24,82.0,Tidak Tercapai
385454,36,9,4,2024-03-22,60.35,85.0,Tidak Tercapai
385455,36,9,5,2024-03-22,67.73,85.0,Tidak Tercapai
385456,36,9,6,2024-03-22,67.83,75.0,Tidak Tercapai
385457,36,9,7,2024-03-22,57.67,88.0,Tidak Tercapai
385458,36,9,8,2024-03-22,65.91,80.0,Tidak Tercapai
385459,36,9,9,2024-03-22,75.05,90.0,Tidak Tercapai
385460,36,9,10,2024-03-22,61.17,72.0,Tidak Tercapai
385461,36,9,11,2024-03-22,71.29,83.0,Tidak Tercapai
385462,36,9,12,2024-03-22,68.59,88.0,Tidak Tercapai
385463,36,9,13,2024-03-22,67.54,78.0,Tidak Tercapai
385464,36,9,14,2024-03-22,62.79,85.0,Tidak Tercapai
385465,36,9,15,2024-03-22,60.53,82.0,Tidak Tercapai
385466,36,9,1,2024-04-20,61.61,80.0,Tidak Tercapai
385467,36,9,2,2024-04-20,69.85,80.0,Tidak Tercapai
385468,36,9,3,2024-04-20,64.73,82.0,Tidak Tercapai
385469,36,9,4,2024-04-20,64.02,85.0,Tidak Tercapai
385470,36,9,5,2024-04-20,62.73,85.0,Tidak Tercapai
385471,36,9,6,2024-04-20,62.26,75.0,Tidak Tercapai
385472,36,9,7,2024-04-20,72.38,88.0,Tidak Tercapai
385473,36,9,8,2024-04-20,65.15,80.0,Tidak Tercapai
385474,36,9,9,2024-04-20,64.66,90.0,Tidak Tercapai
385475,36,9,10,2024-04-20,65.97,72.0,Tidak Tercapai
385476,36,9,11,2024-04-20,67.76,83.0,Tidak Tercapai
385477,36,9,12,2024-04-20,67.81,88.0,Tidak Tercapai
385478,36,9,13,2024-04-20,73.89,78.0,Tidak Tercapai
385479,36,9,14,2024-04-20,64.55,85.0,Tidak Tercapai
385480,36,9,15,2024-04-20,67.96,82.0,Tidak Tercapai
385481,36,9,1,2024-03-04,60.7,80.0,Tidak Tercapai
385482,36,9,2,2024-03-04,65.02,80.0,Tidak Tercapai
385483,36,9,3,2024-03-04,66.75,82.0,Tidak Tercapai
385484,36,9,4,2024-03-04,57.01,85.0,Tidak Tercapai
385485,36,9,5,2024-03-04,64.91,85.0,Tidak Tercapai
385486,36,9,6,2024-03-04,63.46,75.0,Tidak Tercapai
385487,36,9,7,2024-03-04,67.19,88.0,Tidak Tercapai
385488,36,9,8,2024-03-04,70.67,80.0,Tidak Tercapai
385489,36,9,9,2024-03-04,71.51,90.0,Tidak Tercapai
385490,36,9,10,2024-03-04,68.66,72.0,Tidak Tercapai
385491,36,9,11,2024-03-04,63.54,83.0,Tidak Tercapai
385492,36,9,12,2024-03-04,67.62,88.0,Tidak Tercapai
385493,36,9,13,2024-03-04,66.39,78.0,Tidak Tercapai
385494,36,9,14,2024-03-04,59.2,85.0,Tidak Tercapai
385495,36,9,15,2024-03-04,70.31,82.0,Tidak Tercapai
385496,36,30,1,2026-01-17,76.47,80.0,Tidak Tercapai
385497,36,30,2,2026-01-17,65.93,80.0,Tidak Tercapai
385498,36,30,3,2026-01-17,66.28,82.0,Tidak Tercapai
385499,36,30,4,2026-01-17,64.39,85.0,Tidak Tercapai
385500,36,30,5,2026-01-17,60.8,85.0,Tidak Tercapai
385501,36,30,6,2026-01-17,54.81,75.0,Tidak Tercapai
385502,36,30,7,2026-01-17,63.83,88.0,Tidak Tercapai
385503,36,30,8,2026-01-17,59.74,80.0,Tidak Tercapai
385504,36,30,9,2026-01-17,77.67,90.0,Tidak Tercapai
385505,36,30,10,2026-01-17,61.49,72.0,Tidak Tercapai
385506,36,30,11,2026-01-17,66.45,83.0,Tidak Tercapai
385507,36,30,12,2026-01-17,71.01,88.0,Tidak Tercapai
385508,36,30,13,2026-01-17,60.96,78.0,Tidak Tercapai
385509,36,30,14,2026-01-17,60.56,85.0,Tidak Tercapai
385510,36,30,15,2026-01-17,66.31,82.0,Tidak Tercapai
385511,36,30,1,2025-12-23,71.29,80.0,Tidak Tercapai
385512,36,30,2,2025-12-23,68.92,80.0,Tidak Tercapai
385513,36,30,3,2025-12-23,65.76,82.0,Tidak Tercapai
385514,36,30,4,2025-12-23,64.99,85.0,Tidak Tercapai
385515,36,30,5,2025-12-23,66.44,85.0,Tidak Tercapai
385516,36,30,6,2025-12-23,64.54,75.0,Tidak Tercapai
385517,36,30,7,2025-12-23,63.04,88.0,Tidak Tercapai
385518,36,30,8,2025-12-23,66.87,80.0,Tidak Tercapai
385519,36,30,9,2025-12-23,65.87,90.0,Tidak Tercapai
385520,36,30,10,2025-12-23,62.99,72.0,Tidak Tercapai
385521,36,30,11,2025-12-23,66.52,83.0,Tidak Tercapai
385522,36,30,12,2025-12-23,79.1,88.0,Tidak Tercapai
385523,36,30,13,2025-12-23,66.48,78.0,Tidak Tercapai
385524,36,30,14,2025-12-23,58.32,85.0,Tidak Tercapai
385525,36,30,15,2025-12-23,66.06,82.0,Tidak Tercapai
385526,36,30,1,2025-12-21,69.0,80.0,Tidak Tercapai
385527,36,30,2,2025-12-21,74.19,80.0,Tidak Tercapai
385528,36,30,3,2025-12-21,61.99,82.0,Tidak Tercapai
385529,36,30,4,2025-12-21,57.52,85.0,Tidak Tercapai
385530,36,30,5,2025-12-21,68.32,85.0,Tidak Tercapai
385531,36,30,6,2025-12-21,57.42,75.0,Tidak Tercapai
385532,36,30,7,2025-12-21,65.71,88.0,Tidak Tercapai
385533,36,30,8,2025-12-21,65.5,80.0,Tidak Tercapai
385534,36,30,9,2025-12-21,70.39,90.0,Tidak Tercapai
385535,36,30,10,2025-12-21,65.72,72.0,Tidak Tercapai
385536,36,30,11,2025-12-21,65.6,83.0,Tidak Tercapai
385537,36,30,12,2025-12-21,66.44,88.0,Tidak Tercapai
385538,36,30,13,2025-12-21,66.6,78.0,Tidak Tercapai
385539,36,30,14,2025-12-21,65.31,85.0,Tidak Tercapai
385540,36,30,15,2025-12-21,67.1,82.0,Tidak Tercapai
385541,36,34,1,2026-05-10,67.97,80.0,Tidak Tercapai
385542,36,34,2,2026-05-10,69.8,80.0,Tidak Tercapai
385543,36,34,3,2026-05-10,65.77,82.0,Tidak Tercapai
385544,36,34,4,2026-05-10,66.05,85.0,Tidak Tercapai
385545,36,34,5,2026-05-10,56.89,85.0,Tidak Tercapai
385546,36,34,6,2026-05-10,63.23,75.0,Tidak Tercapai
385547,36,34,7,2026-05-10,69.16,88.0,Tidak Tercapai
385548,36,34,8,2026-05-10,69.29,80.0,Tidak Tercapai
385549,36,34,9,2026-05-10,66.89,90.0,Tidak Tercapai
385550,36,34,10,2026-05-10,59.04,72.0,Tidak Tercapai
385551,36,34,11,2026-05-10,65.42,83.0,Tidak Tercapai
385552,36,34,12,2026-05-10,69.42,88.0,Tidak Tercapai
385553,36,34,13,2026-05-10,70.66,78.0,Tidak Tercapai
385554,36,34,14,2026-05-10,62.17,85.0,Tidak Tercapai
385555,36,34,15,2026-05-10,70.09,82.0,Tidak Tercapai
385556,36,34,1,2026-04-07,67.22,80.0,Tidak Tercapai
385557,36,34,2,2026-04-07,66.1,80.0,Tidak Tercapai
385558,36,34,3,2026-04-07,63.69,82.0,Tidak Tercapai
385559,36,34,4,2026-04-07,68.0,85.0,Tidak Tercapai
385560,36,34,5,2026-04-07,66.11,85.0,Tidak Tercapai
385561,36,34,6,2026-04-07,73.87,75.0,Tidak Tercapai
385562,36,34,7,2026-04-07,63.83,88.0,Tidak Tercapai
385563,36,34,8,2026-04-07,68.99,80.0,Tidak Tercapai
385564,36,34,9,2026-04-07,68.32,90.0,Tidak Tercapai
385565,36,34,10,2026-04-07,58.71,72.0,Tidak Tercapai
385566,36,34,11,2026-04-07,68.63,83.0,Tidak Tercapai
385567,36,34,12,2026-04-07,68.29,88.0,Tidak Tercapai
385568,36,34,13,2026-04-07,79.79,78.0,Tercapai
385569,36,34,14,2026-04-07,63.81,85.0,Tidak Tercapai
385570,36,34,15,2026-04-07,61.57,82.0,Tidak Tercapai
385571,36,36,1,2026-04-09,67.89,80.0,Tidak Tercapai
385572,36,36,2,2026-04-09,57.32,80.0,Tidak Tercapai
385573,36,36,3,2026-04-09,64.23,82.0,Tidak Tercapai
385574,36,36,4,2026-04-09,64.71,85.0,Tidak Tercapai
385575,36,36,5,2026-04-09,68.22,85.0,Tidak Tercapai
385576,36,36,6,2026-04-09,68.01,75.0,Tidak Tercapai
385577,36,36,7,2026-04-09,65.4,88.0,Tidak Tercapai
385578,36,36,8,2026-04-09,65.98,80.0,Tidak Tercapai
385579,36,36,9,2026-04-09,67.25,90.0,Tidak Tercapai
385580,36,36,10,2026-04-09,57.54,72.0,Tidak Tercapai
385581,36,36,11,2026-04-09,70.07,83.0,Tidak Tercapai
385582,36,36,12,2026-04-09,61.94,88.0,Tidak Tercapai
385583,36,36,13,2026-04-09,64.79,78.0,Tidak Tercapai
385584,36,36,14,2026-04-09,60.16,85.0,Tidak Tercapai
385585,36,36,15,2026-04-09,69.13,82.0,Tidak Tercapai
385586,36,36,1,2026-05-11,74.11,80.0,Tidak Tercapai
385587,36,36,2,2026-05-11,60.15,80.0,Tidak Tercapai
385588,36,36,3,2026-05-11,55.67,82.0,Tidak Tercapai
385589,36,36,4,2026-05-11,63.44,85.0,Tidak Tercapai
385590,36,36,5,2026-05-11,64.08,85.0,Tidak Tercapai
385591,36,36,6,2026-05-11,63.99,75.0,Tidak Tercapai
385592,36,36,7,2026-05-11,65.0,88.0,Tidak Tercapai
385593,36,36,8,2026-05-11,65.1,80.0,Tidak Tercapai
385594,36,36,9,2026-05-11,71.66,90.0,Tidak Tercapai
385595,36,36,10,2026-05-11,66.69,72.0,Tidak Tercapai
385596,36,36,11,2026-05-11,59.21,83.0,Tidak Tercapai
385597,36,36,12,2026-05-11,65.35,88.0,Tidak Tercapai
385598,36,36,13,2026-05-11,66.97,78.0,Tidak Tercapai
385599,36,36,14,2026-05-11,59.88,85.0,Tidak Tercapai
385600,36,36,15,2026-05-11,73.8,82.0,Tidak Tercapai
385601,36,36,1,2026-05-11,63.15,80.0,Tidak Tercapai
385602,36,36,2,2026-05-11,65.82,80.0,Tidak Tercapai
385603,36,36,3,2026-05-11,66.51,82.0,Tidak Tercapai
385604,36,36,4,2026-05-11,61.35,85.0,Tidak Tercapai
385605,36,36,5,2026-05-11,55.7,85.0,Tidak Tercapai
385606,36,36,6,2026-05-11,61.08,75.0,Tidak Tercapai
385607,36,36,7,2026-05-11,71.64,88.0,Tidak Tercapai
385608,36,36,8,2026-05-11,64.49,80.0,Tidak Tercapai
385609,36,36,9,2026-05-11,66.2,90.0,Tidak Tercapai
385610,36,36,10,2026-05-11,66.17,72.0,Tidak Tercapai
385611,36,36,11,2026-05-11,66.52,83.0,Tidak Tercapai
385612,36,36,12,2026-05-11,64.71,88.0,Tidak Tercapai
385613,36,36,13,2026-05-11,66.68,78.0,Tidak Tercapai
385614,36,36,14,2026-05-11,67.48,85.0,Tidak Tercapai
385615,36,36,15,2026-05-11,76.72,82.0,Tidak Tercapai
385616,36,21,1,2025-03-26,69.73,80.0,Tidak Tercapai
385617,36,21,2,2025-03-26,71.23,80.0,Tidak Tercapai
385618,36,21,3,2025-03-26,61.73,82.0,Tidak Tercapai
385619,36,21,4,2025-03-26,59.39,85.0,Tidak Tercapai
385620,36,21,5,2025-03-26,64.29,85.0,Tidak Tercapai
385621,36,21,6,2025-03-26,63.49,75.0,Tidak Tercapai
385622,36,21,7,2025-03-26,62.15,88.0,Tidak Tercapai
385623,36,21,8,2025-03-26,65.22,80.0,Tidak Tercapai
385624,36,21,9,2025-03-26,71.8,90.0,Tidak Tercapai
385625,36,21,10,2025-03-26,63.63,72.0,Tidak Tercapai
385626,36,21,11,2025-03-26,70.28,83.0,Tidak Tercapai
385627,36,21,12,2025-03-26,68.32,88.0,Tidak Tercapai
385628,36,21,13,2025-03-26,63.73,78.0,Tidak Tercapai
385629,36,21,14,2025-03-26,61.69,85.0,Tidak Tercapai
385630,36,21,15,2025-03-26,60.61,82.0,Tidak Tercapai
385631,36,21,1,2025-04-04,74.69,80.0,Tidak Tercapai
385632,36,21,2,2025-04-04,66.72,80.0,Tidak Tercapai
385633,36,21,3,2025-04-04,63.63,82.0,Tidak Tercapai
385634,36,21,4,2025-04-04,60.46,85.0,Tidak Tercapai
385635,36,21,5,2025-04-04,77.85,85.0,Tidak Tercapai
385636,36,21,6,2025-04-04,58.8,75.0,Tidak Tercapai
385637,36,21,7,2025-04-04,65.74,88.0,Tidak Tercapai
385638,36,21,8,2025-04-04,68.53,80.0,Tidak Tercapai
385639,36,21,9,2025-04-04,73.4,90.0,Tidak Tercapai
385640,36,21,10,2025-04-04,66.93,72.0,Tidak Tercapai
385641,36,21,11,2025-04-04,76.81,83.0,Tidak Tercapai
385642,36,21,12,2025-04-04,69.95,88.0,Tidak Tercapai
385643,36,21,13,2025-04-04,61.91,78.0,Tidak Tercapai
385644,36,21,14,2025-04-04,63.48,85.0,Tidak Tercapai
385645,36,21,15,2025-04-04,68.05,82.0,Tidak Tercapai
385646,36,21,1,2025-03-10,75.31,80.0,Tidak Tercapai
385647,36,21,2,2025-03-10,59.72,80.0,Tidak Tercapai
385648,36,21,3,2025-03-10,69.42,82.0,Tidak Tercapai
385649,36,21,4,2025-03-10,64.82,85.0,Tidak Tercapai
385650,36,21,5,2025-03-10,67.78,85.0,Tidak Tercapai
385651,36,21,6,2025-03-10,62.55,75.0,Tidak Tercapai
385652,36,21,7,2025-03-10,63.22,88.0,Tidak Tercapai
385653,36,21,8,2025-03-10,69.39,80.0,Tidak Tercapai
385654,36,21,9,2025-03-10,72.95,90.0,Tidak Tercapai
385655,36,21,10,2025-03-10,66.38,72.0,Tidak Tercapai
385656,36,21,11,2025-03-10,67.95,83.0,Tidak Tercapai
385657,36,21,12,2025-03-10,64.31,88.0,Tidak Tercapai
385658,36,21,13,2025-03-10,58.99,78.0,Tidak Tercapai
385659,36,21,14,2025-03-10,67.69,85.0,Tidak Tercapai
385660,36,21,15,2025-03-10,67.91,82.0,Tidak Tercapai
385661,36,29,1,2025-11-20,61.01,80.0,Tidak Tercapai
385662,36,29,2,2025-11-20,62.93,80.0,Tidak Tercapai
385663,36,29,3,2025-11-20,61.27,82.0,Tidak Tercapai
385664,36,29,4,2025-11-20,56.7,85.0,Tidak Tercapai
385665,36,29,5,2025-11-20,59.69,85.0,Tidak Tercapai
385666,36,29,6,2025-11-20,57.28,75.0,Tidak Tercapai
385667,36,29,7,2025-11-20,64.49,88.0,Tidak Tercapai
385668,36,29,8,2025-11-20,62.03,80.0,Tidak Tercapai
385669,36,29,9,2025-11-20,61.99,90.0,Tidak Tercapai
385670,36,29,10,2025-11-20,70.49,72.0,Tidak Tercapai
385671,36,29,11,2025-11-20,72.97,83.0,Tidak Tercapai
385672,36,29,12,2025-11-20,62.84,88.0,Tidak Tercapai
385673,36,29,13,2025-11-20,66.58,78.0,Tidak Tercapai
385674,36,29,14,2025-11-20,65.25,85.0,Tidak Tercapai
385675,36,29,15,2025-11-20,70.71,82.0,Tidak Tercapai
385676,36,29,1,2025-10-27,62.32,80.0,Tidak Tercapai
385677,36,29,2,2025-10-27,70.92,80.0,Tidak Tercapai
385678,36,29,3,2025-10-27,61.54,82.0,Tidak Tercapai
385679,36,29,4,2025-10-27,58.0,85.0,Tidak Tercapai
385680,36,29,5,2025-10-27,67.27,85.0,Tidak Tercapai
385681,36,29,6,2025-10-27,68.82,75.0,Tidak Tercapai
385682,36,29,7,2025-10-27,78.65,88.0,Tidak Tercapai
385683,36,29,8,2025-10-27,60.61,80.0,Tidak Tercapai
385684,36,29,9,2025-10-27,73.15,90.0,Tidak Tercapai
385685,36,29,10,2025-10-27,60.16,72.0,Tidak Tercapai
385686,36,29,11,2025-10-27,71.53,83.0,Tidak Tercapai
385687,36,29,12,2025-10-27,60.39,88.0,Tidak Tercapai
385688,36,29,13,2025-10-27,60.32,78.0,Tidak Tercapai
385689,36,29,14,2025-10-27,60.52,85.0,Tidak Tercapai
385690,36,29,15,2025-10-27,66.36,82.0,Tidak Tercapai
385691,36,33,1,2026-03-13,63.12,80.0,Tidak Tercapai
385692,36,33,2,2026-03-13,68.97,80.0,Tidak Tercapai
385693,36,33,3,2026-03-13,68.63,82.0,Tidak Tercapai
385694,36,33,4,2026-03-13,66.7,85.0,Tidak Tercapai
385695,36,33,5,2026-03-13,71.29,85.0,Tidak Tercapai
385696,36,33,6,2026-03-13,64.88,75.0,Tidak Tercapai
385697,36,33,7,2026-03-13,61.53,88.0,Tidak Tercapai
385698,36,33,8,2026-03-13,72.14,80.0,Tidak Tercapai
385699,36,33,9,2026-03-13,67.28,90.0,Tidak Tercapai
385700,36,33,10,2026-03-13,66.1,72.0,Tidak Tercapai
385701,36,33,11,2026-03-13,75.09,83.0,Tidak Tercapai
385702,36,33,12,2026-03-13,69.06,88.0,Tidak Tercapai
385703,36,33,13,2026-03-13,59.27,78.0,Tidak Tercapai
385704,36,33,14,2026-03-13,59.87,85.0,Tidak Tercapai
385705,36,33,15,2026-03-13,71.96,82.0,Tidak Tercapai
385706,36,33,1,2026-03-10,65.25,80.0,Tidak Tercapai
385707,36,33,2,2026-03-10,66.36,80.0,Tidak Tercapai
385708,36,33,3,2026-03-10,67.42,82.0,Tidak Tercapai
385709,36,33,4,2026-03-10,67.14,85.0,Tidak Tercapai
385710,36,33,5,2026-03-10,65.26,85.0,Tidak Tercapai
385711,36,33,6,2026-03-10,62.07,75.0,Tidak Tercapai
385712,36,33,7,2026-03-10,65.6,88.0,Tidak Tercapai
385713,36,33,8,2026-03-10,69.87,80.0,Tidak Tercapai
385714,36,33,9,2026-03-10,72.5,90.0,Tidak Tercapai
385715,36,33,10,2026-03-10,60.85,72.0,Tidak Tercapai
385716,36,33,11,2026-03-10,72.88,83.0,Tidak Tercapai
385717,36,33,12,2026-03-10,66.43,88.0,Tidak Tercapai
385718,36,33,13,2026-03-10,62.17,78.0,Tidak Tercapai
385719,36,33,14,2026-03-10,60.59,85.0,Tidak Tercapai
385720,36,33,15,2026-03-10,61.6,82.0,Tidak Tercapai
385721,36,33,1,2026-03-12,64.78,80.0,Tidak Tercapai
385722,36,33,2,2026-03-12,71.56,80.0,Tidak Tercapai
385723,36,33,3,2026-03-12,60.38,82.0,Tidak Tercapai
385724,36,33,4,2026-03-12,64.85,85.0,Tidak Tercapai
385725,36,33,5,2026-03-12,61.05,85.0,Tidak Tercapai
385726,36,33,6,2026-03-12,61.84,75.0,Tidak Tercapai
385727,36,33,7,2026-03-12,60.21,88.0,Tidak Tercapai
385728,36,33,8,2026-03-12,65.01,80.0,Tidak Tercapai
385729,36,33,9,2026-03-12,69.13,90.0,Tidak Tercapai
385730,36,33,10,2026-03-12,64.44,72.0,Tidak Tercapai
385731,36,33,11,2026-03-12,69.01,83.0,Tidak Tercapai
385732,36,33,12,2026-03-12,61.61,88.0,Tidak Tercapai
385733,36,33,13,2026-03-12,70.89,78.0,Tidak Tercapai
385734,36,33,14,2026-03-12,64.95,85.0,Tidak Tercapai
385735,36,33,15,2026-03-12,66.9,82.0,Tidak Tercapai
385736,36,28,1,2025-10-13,65.97,80.0,Tidak Tercapai
385737,36,28,2,2025-10-13,63.68,80.0,Tidak Tercapai
385738,36,28,3,2025-10-13,64.99,82.0,Tidak Tercapai
385739,36,28,4,2025-10-13,66.15,85.0,Tidak Tercapai
385740,36,28,5,2025-10-13,56.15,85.0,Tidak Tercapai
385741,36,28,6,2025-10-13,60.58,75.0,Tidak Tercapai
385742,36,28,7,2025-10-13,65.86,88.0,Tidak Tercapai
385743,36,28,8,2025-10-13,67.16,80.0,Tidak Tercapai
385744,36,28,9,2025-10-13,75.38,90.0,Tidak Tercapai
385745,36,28,10,2025-10-13,58.53,72.0,Tidak Tercapai
385746,36,28,11,2025-10-13,65.77,83.0,Tidak Tercapai
385747,36,28,12,2025-10-13,64.7,88.0,Tidak Tercapai
385748,36,28,13,2025-10-13,62.4,78.0,Tidak Tercapai
385749,36,28,14,2025-10-13,62.44,85.0,Tidak Tercapai
385750,36,28,15,2025-10-13,69.48,82.0,Tidak Tercapai
385751,36,28,1,2025-11-19,60.61,80.0,Tidak Tercapai
385752,36,28,2,2025-11-19,67.28,80.0,Tidak Tercapai
385753,36,28,3,2025-11-19,55.71,82.0,Tidak Tercapai
385754,36,28,4,2025-11-19,60.85,85.0,Tidak Tercapai
385755,36,28,5,2025-11-19,61.89,85.0,Tidak Tercapai
385756,36,28,6,2025-11-19,69.92,75.0,Tidak Tercapai
385757,36,28,7,2025-11-19,65.11,88.0,Tidak Tercapai
385758,36,28,8,2025-11-19,55.45,80.0,Tidak Tercapai
385759,36,28,9,2025-11-19,60.32,90.0,Tidak Tercapai
385760,36,28,10,2025-11-19,61.55,72.0,Tidak Tercapai
385761,36,28,11,2025-11-19,70.09,83.0,Tidak Tercapai
385762,36,28,12,2025-11-19,68.03,88.0,Tidak Tercapai
385763,36,28,13,2025-11-19,66.11,78.0,Tidak Tercapai
385764,36,28,14,2025-11-19,68.6,85.0,Tidak Tercapai
385765,36,28,15,2025-11-19,62.92,82.0,Tidak Tercapai
385766,42,35,1,2026-04-18,96.45,80.0,Tercapai
385767,42,35,2,2026-04-18,87.61,80.0,Tercapai
385768,42,35,3,2026-04-18,88.13,82.0,Tercapai
385769,42,35,4,2026-04-18,84.98,85.0,Tidak Tercapai
385770,42,35,5,2026-04-18,90.34,85.0,Tercapai
385771,42,35,6,2026-04-18,90.13,75.0,Tercapai
385772,42,35,7,2026-04-18,94.73,88.0,Tercapai
385773,42,35,8,2026-04-18,93.54,80.0,Tercapai
385774,42,35,9,2026-04-18,94.11,90.0,Tercapai
385775,42,35,10,2026-04-18,88.62,72.0,Tercapai
385776,42,35,11,2026-04-18,90.1,83.0,Tercapai
385777,42,35,12,2026-04-18,98.0,88.0,Tercapai
385778,42,35,13,2026-04-18,92.26,78.0,Tercapai
385779,42,35,14,2026-04-18,89.59,85.0,Tercapai
385780,42,35,15,2026-04-18,98.0,82.0,Tercapai
385781,42,6,1,2023-12-14,88.97,80.0,Tercapai
385782,42,6,2,2023-12-14,89.38,80.0,Tercapai
385783,42,6,3,2023-12-14,87.46,82.0,Tercapai
385784,42,6,4,2023-12-14,91.06,85.0,Tercapai
385785,42,6,5,2023-12-14,92.81,85.0,Tercapai
385786,42,6,6,2023-12-14,92.88,75.0,Tercapai
385787,42,6,7,2023-12-14,98.0,88.0,Tercapai
385788,42,6,8,2023-12-14,85.45,80.0,Tercapai
385789,42,6,9,2023-12-14,98.0,90.0,Tercapai
385790,42,6,10,2023-12-14,87.33,72.0,Tercapai
385791,42,6,11,2023-12-14,93.29,83.0,Tercapai
385792,42,6,12,2023-12-14,92.16,88.0,Tercapai
385793,42,6,13,2023-12-14,90.14,78.0,Tercapai
385794,42,6,14,2023-12-14,97.2,85.0,Tercapai
385795,42,6,15,2023-12-14,96.27,82.0,Tercapai
385796,42,6,1,2023-12-27,93.4,80.0,Tercapai
385797,42,6,2,2023-12-27,98.0,80.0,Tercapai
385798,42,6,3,2023-12-27,86.01,82.0,Tercapai
385799,42,6,4,2023-12-27,86.64,85.0,Tercapai
385800,42,6,5,2023-12-27,83.68,85.0,Tidak Tercapai
385801,42,6,6,2023-12-27,87.84,75.0,Tercapai
385802,42,6,7,2023-12-27,94.9,88.0,Tercapai
385803,42,6,8,2023-12-27,93.68,80.0,Tercapai
385804,42,6,9,2023-12-27,97.88,90.0,Tercapai
385805,42,6,10,2023-12-27,84.34,72.0,Tercapai
385806,42,6,11,2023-12-27,98.0,83.0,Tercapai
385807,42,6,12,2023-12-27,95.17,88.0,Tercapai
385808,42,6,13,2023-12-27,95.89,78.0,Tercapai
385809,42,6,14,2023-12-27,84.68,85.0,Tidak Tercapai
385810,42,6,15,2023-12-27,94.41,82.0,Tercapai
385811,42,9,1,2024-03-20,88.25,80.0,Tercapai
385812,42,9,2,2024-03-20,91.02,80.0,Tercapai
385813,42,9,3,2024-03-20,92.28,82.0,Tercapai
385814,42,9,4,2024-03-20,90.73,85.0,Tercapai
385815,42,9,5,2024-03-20,87.43,85.0,Tercapai
385816,42,9,6,2024-03-20,89.43,75.0,Tercapai
385817,42,9,7,2024-03-20,88.05,88.0,Tercapai
385818,42,9,8,2024-03-20,96.43,80.0,Tercapai
385819,42,9,9,2024-03-20,95.69,90.0,Tercapai
385820,42,9,10,2024-03-20,92.32,72.0,Tercapai
385821,42,9,11,2024-03-20,92.56,83.0,Tercapai
385822,42,9,12,2024-03-20,91.57,88.0,Tercapai
385823,42,9,13,2024-03-20,89.73,78.0,Tercapai
385824,42,9,14,2024-03-20,93.47,85.0,Tercapai
385825,42,9,15,2024-03-20,89.92,82.0,Tercapai
385826,42,9,1,2024-02-26,93.75,80.0,Tercapai
385827,42,9,2,2024-02-26,90.15,80.0,Tercapai
385828,42,9,3,2024-02-26,82.6,82.0,Tercapai
385829,42,9,4,2024-02-26,87.52,85.0,Tercapai
385830,42,9,5,2024-02-26,85.38,85.0,Tercapai
385831,42,9,6,2024-02-26,88.64,75.0,Tercapai
385832,42,9,7,2024-02-26,88.31,88.0,Tercapai
385833,42,9,8,2024-02-26,94.73,80.0,Tercapai
385834,42,9,9,2024-02-26,95.13,90.0,Tercapai
385835,42,9,10,2024-02-26,86.91,72.0,Tercapai
385836,42,9,11,2024-02-26,95.77,83.0,Tercapai
385837,42,9,12,2024-02-26,95.85,88.0,Tercapai
385838,42,9,13,2024-02-26,91.42,78.0,Tercapai
385839,42,9,14,2024-02-26,86.81,85.0,Tercapai
385840,42,9,15,2024-02-26,85.28,82.0,Tercapai
385841,42,10,1,2024-05-15,90.0,80.0,Tercapai
385842,42,10,2,2024-05-15,90.25,80.0,Tercapai
385843,42,10,3,2024-05-15,90.78,82.0,Tercapai
385844,42,10,4,2024-05-15,89.2,85.0,Tercapai
385845,42,10,5,2024-05-15,92.81,85.0,Tercapai
385846,42,10,6,2024-05-15,87.26,75.0,Tercapai
385847,42,10,7,2024-05-15,93.21,88.0,Tercapai
385848,42,10,8,2024-05-15,96.55,80.0,Tercapai
385849,42,10,9,2024-05-15,97.6,90.0,Tercapai
385850,42,10,10,2024-05-15,88.2,72.0,Tercapai
385851,42,10,11,2024-05-15,92.3,83.0,Tercapai
385852,42,10,12,2024-05-15,91.19,88.0,Tercapai
385853,42,10,13,2024-05-15,89.43,78.0,Tercapai
385854,42,10,14,2024-05-15,88.51,85.0,Tercapai
385855,42,10,15,2024-05-15,95.05,82.0,Tercapai
385856,42,15,1,2024-09-16,91.63,80.0,Tercapai
385857,42,15,2,2024-09-16,87.68,80.0,Tercapai
385858,42,15,3,2024-09-16,96.59,82.0,Tercapai
385859,42,15,4,2024-09-16,91.53,85.0,Tercapai
385860,42,15,5,2024-09-16,85.48,85.0,Tercapai
385861,42,15,6,2024-09-16,87.86,75.0,Tercapai
